"OPGR_ID","VONDSTNR","INHOUD","ABR_ALG","ABR_SPECSVU","AANTAL","GEWICHT","DOOSNR","LOKATIE","BEWAARD?","OPMERKING","INVDATUM","BEWAARCATEGORIE"
"CUIK3-07",987,"awg","ker","awg",1,26,2,"4",,False,,10-10-2007,
"CUIK3-07",988,"awg","ker","awg",1,2,6,"4",,False,,10-10-2007,
"CUIK3-07",988,"met","mxx","mxx",3,22,6,,"afgestoten",False,,10-10-2007,
"CUIK3-07",988,"NS","SXX","SXX",2,10,6,"7",,False,"ONBEWERKT",10-10-2007,
"CUIK3-07",989,"AWH","KER","AWH",1,72,7,"5",,False,,10-10-2007,
"CUIK3-07",990,"AWH","KER","AWH",13,35,4,"5",,False,,10-10-2007,
"CUIK3-07",991,"AWH","KER","AWH",2,10,8,"5",,False,,10-10-2007,
"CUIK3-07",991,"bw","KER","bouwmat",1,266,"6",,False,,10-10-2007,
"CUIK3-07",992,"AWH","KER","AWH",2,9,"5",,False,,10-10-2007,
"CUIK3-07",993,"AWH","KER","AWH",34,148,6,"5",,False,,10-10-2007,
"CUIK3-07",993,"NS","SXX","SXX",2,7,"7",,False,"ONBEWERKT",10-10-2007,
"CUIK3-07",994,"awg","ker","awg",1,4,4,"4",,False,,10-10-2007,
"CUIK3-07",995,"met","mxx","mxx",1,7,4,,"afgestoten",False,,10-10-2007,
"CUIK3-07",996,"AWH","KER","AWH",5,8,2,"5",,False,,10-10-2007,
"CUIK3-07",997,"AWH","KER","AWH",1,14,6,"5",,False,,10-10-2007,
"CUIK3-07",998,"AWH","KER","AWH",1,13,"5",,False,,10-10-2007,
"CUIK3-07",999,"AWH","KER","AWH",1,30,8,"5",,False,,10-10-2007,
"CUIK3-07",1000,"AWH","KER","AWH",2,2,2,"5",,False,,10-10-2007,
"CUIK3-07",1001,"AWH","KER","AWH",1,5,8,"5",,False,,10-10-2007,
"CUIK3-07",1002,"bw","KER","bouwmat",1,5,"6",,False,,10-10-2007,
"CUIK3-07",1003,"AWH","KER","AWH",2,1,6,"5",,False,,10-10-2007,
"CUIK3-07",1003,"SLK","MXX","SLAK",3,2,8,"1",,False,,10-10-2007,
"CUIK3-07",1004,"AWH","KER","AWH",2,4,"5",,False,,10-10-2007,
"CUIK3-07",1005,"AWH","KER","AWH",2,12,4,"5",,False,,10-10-2007,
"CUIK3-07",1006,"AWH","KER","AWH",2,8,6,"5",,False,,10-10-2007,
"CUIK3-07",1007,"AWH","KER","AWH",3,7,8,"5",,False,,10-10-2007,
"CUIK3-07",1008,"AWH","KER","AWH",1,3,7,"5",,False,,10-10-2007,
"CUIK3-07",1009,"AWH","KER","AWH",4,23,2,"5",,False,,10-10-2007,
"CUIK3-07",1010,"AWH","KER","AWH",4,12,6,"5",,False,,10-10-2007,
"CUIK3-07",1011,"AWH","ker","AWH",7,76,"3",,False,,12-10-2007,
"CUIK3-07",1011,"BW","ker","BOUWMAT",4,27,"6",,False,,12-10-2007,
"CUIK3-07",1012,"awg","ker","awg",1,22,2,"4",,False,,10-10-2007,
"CUIK3-07",1012,"bw","KER","bouwmat",4,175,8,"6",,False,,10-10-2007,
"CUIK3-07",1012,"met","mxx","mxx",1,7,4,,"afgestoten",False,,10-10-2007,
"CUIK3-07",1013,"AWH","KER","AWH",1,7,8,"5",,False,,10-10-2007,
"CUIK3-07",1014,"awg","ker","awg",2,6,4,"4",,False,,10-10-2007,
"CUIK3-07",1014,"AWH","KER","AWH",12,13,8,"5",,False,,10-10-2007,
"CUIK3-07",1014,"HK","OXX","oph",5,0,1,"1",,False,,10-10-2007,
"CUIK3-07",1014,"NS","SXX","SXX",3,0,1,"7",,False,"ONBEWERKT",10-10-2007,
"CUIK3-07",1015,"AWH","KER","AWH",1,2,4,"5",,False,,10-10-2007,
"CUIK3-07",1016,"AWH","KER","AWH",1,13,4,"5",,False,,10-10-2007,
"CUIK3-07",1017,"AWH","KER","AWH",2,12,4,"5",,False,,10-10-2007,
"CUIK3-07",1018,"AWH","KER","AWH",2,10,8,"5",,False,,10-10-2007,
"CUIK3-07",1019,"bw","KER","bouwmat",1,5,8,"6",,False,,10-10-2007,
"CUIK3-07",1020,"AWH","KER","AWH",2,15,"5",,False,,10-10-2007,
"CUIK3-07",1020,"NS","SXX","SXX",1,14,4,"7",,False,"ONBEWERKT",10-10-2007,
"CUIK3-07",1020,"vst","SXX","svu",1,22,"1",,False,"vuursteen",10-10-2007,
"CUIK3-07",1021,"AWH","KER","AWH",1,4,2,"5",,False,,10-10-2007,
"CUIK3-07",1022,"AWH","KER","AWH",2,10,4,"5",,False,,10-10-2007,
"CUIK3-07",1022,"NS","SXX","SXX",1,44,9,"7",,False,"ONBEWERKT",10-10-2007,
"CUIK3-07",1023,"AWH","KER","AWH",2,9,6,"5",,False,,10-10-2007,
"CUIK3-07",1024,"AWH","KER","AWH",1,16,1,"5",,False,,10-10-2007,
"CUIK3-07",1025,"awg","ker","awg",1,7,8,"4",,False,,10-10-2007,
"CUIK3-07",1025,"AWH","KER","AWH",90,746,8,"8",,False,,10-10-2007,
"CUIK3-07",1025,"NS","SXX","SXX",3,10,"7",,False,"ONBEWERKT",10-10-2007,
"CUIK3-07",1026,"AWH","ker","AWH",6,115,2,"8",,False,,12-10-2007,
"CUIK3-07",1027,"AWH","KER","AWH",60,430,6,"5",,False,,10-10-2007,
"CUIK3-07",1028,"AWH","KER","AWH",5,8,6,"5",,False,,10-10-2007,
"CUIK3-07",1028,"NS","SXX","SXX",1,2,2,"7",,False,"ONBEWERKT",10-10-2007,
"CUIK3-07",1029,"AWH","KER","AWH",4,44,8,"5",,False,,10-10-2007,
"CUIK3-07",1030,"AWH","KER","AWH",3,15,6,"5",,False,,10-10-2007,
"CUIK3-07",1031,"AWH","KER","AWH",4,25,"5",,False,,10-10-2007,
"CUIK3-07",1032,"AWH","KER","AWH",1,8,4,"5",,False,,10-10-2007,
"CUIK3-07",1033,"AWH","KER","AWH",3,23,2,"5",,False,,10-10-2007,
"CUIK3-07",1034,"AWH","KER","AWH",2,6,4,"5",,False,,10-10-2007,
"CUIK3-07",1035,"AWH","KER","AWH",1,3,4,"5",,False,,10-10-2007,
"CUIK3-07",1036,"AWH","KER","AWH",2,11,4,"5",,False,,10-10-2007,
"CUIK3-07",1037,"AWH","KER","AWH",3,3,6,"5",,False,,10-10-2007,
"CUIK3-07",1038,"AWH","KER","AWH",1,7,2,"5",,False,,10-10-2007,
"CUIK3-07",1039,"AWH","KER","AWH",5,35,4,"5",,False,,10-10-2007,
"CUIK3-07",1040,"AWH","KER","AWH",1,8,6,"5",,False,,10-10-2007,
"CUIK3-07",1041,"AWH","KER","AWH",4,7,6,"5",,False,,10-10-2007,
"CUIK3-07",1042,"AWH","KER","AWH",2,6,2,"5",,False,,10-10-2007,
"CUIK3-07",1043,"AWH","KER","AWH",1,4,"5",,False,,10-10-2007,
"CUIK3-07",1044,"AWH","KER","AWH",38,136,"5",,False,,10-10-2007,
"CUIK3-07",1044,"BT","OXX","OXB",1,0,1,"1",,False,,10-10-2007,
"CUIK3-07",1044,"vst","SXX","svu",1,0,1,"1",,False,"vuursteen",10-10-2007,
"CUIK3-07",1045,"AWH","KER","AWH",20,21,4,"5",,False,,10-10-2007,
"CUIK3-07",1046,"AWH","KER","AWH",12,60,4,"5",,False,,10-10-2007,
"CUIK3-07",1046,"NS","SXX","SXX",2,67,8,"7",,False,"ONBEWERKT",10-10-2007,
"CUIK3-07",1047,"ZF25","ZF25","ZF25",,,,"afgestoten",False,,4-12-2007,
"CUIK3-07",1049,"AWH","KER","AWH",63,1429,3,"8",,False,,10-10-2007,
"CUIK3-07",1050,"AWH","KER","AWH",2,18,"5",,False,,10-10-2007,
"CUIK3-07",1051,"AWH","KER","AWH",2,6,8,"5",,False,,10-10-2007,
"CUIK3-07",1052,"AWH","KER","AWH",2,13,2,"5",,False,,10-10-2007,
"CUIK3-07",1053,"AWH","KER","AWH",1,8,8,"5",,False,,10-10-2007,
"CUIK3-07",1054,"awg","ker","awg",1,8,8,"4",,False,,10-10-2007,
"CUIK3-07",1055,"vst","SXX","svu",1,1,2,"1",,False,"vuursteen",10-10-2007,
"CUIK3-07",1056,"AWH","KER","AWH",7,30,8,"5",,False,,10-10-2007,
"CUIK3-07",1057,"AWH","KER","AWH",2,13,6,"5",,False,,10-10-2007,
"CUIK3-07",1058,"AWH","KER","AWH",2,4,2,"5",,False,,10-10-2007,
"CUIK3-07",1059,"AWH","KER","AWH",10,15,8,"5",,False,,10-10-2007,
"CUIK3-07",1060,"AWH","KER","AWH",1,9,"5",,False,,10-10-2007,
"CUIK3-07",1061,"AWH","KER","AWH",4,26,"5",,False,,10-10-2007,
"CUIK3-07",1061,"HK","OXX","oph",2,0,4,,"afgestoten",False,,10-10-2007,
"CUIK3-07",1062,"AWH","KER","AWH",4,32,2,"5",,False,,10-10-2007,
"CUIK3-07",1063,"AWH","KER","AWH",1,4,4,"5",,False,,10-10-2007,
"CUIK3-07",1064,"AWH","KER","AWH",1,3,4,"5",,False,,10-10-2007,
"CUIK3-07",1065,"AWH","KER","AWH",2,3,6,"5",,False,,10-10-2007,
"CUIK3-07",1066,"AWH","KER","AWH",3,10,"5",,False,,10-10-2007,
"CUIK3-07",1067,"AWH","KER","AWH",20,71,2,"5",,False,,10-10-2007,
"CUIK3-07",1068,"AWH","KER","AWH",3,4,6,"5",,False,,10-10-2007,
"CUIK3-07",1069,"AWH","KER","AWH",58,322,"5",,False,,10-10-2007,
"CUIK3-07",1069,"NS","SXX","SXX",1,0,1,"7",,False,"ONBEWERKT",10-10-2007,
"CUIK3-07",1070,"AWH","KER","AWH",4,46,6,"5",,False,,10-10-2007,
"CUIK3-07",1071,"AWH","KER","AWH",26,74,2,"5",,False,,10-10-2007,
"CUIK3-07",1072,"AWH","KER","AWH",1,4,6,"5",,False,,10-10-2007,
"CUIK3-07",1072,"bw","KER","bouwmat",1,540,6,"6",,False,,10-10-2007,
"CUIK3-07",1073,"awg","ker","awg",1,0,2,"4",,False,,10-10-2007,
"CUIK3-07",1073,"met","mxx","mxx",4,10,8,,"afgestoten",False,,10-10-2007,
"CUIK3-07",1074,"AWH","KER","AWH",1,3,6,"5",,False,,10-10-2007,
"CUIK3-07",1075,"awg","ker","awg",1,8,6,"4",,False,,10-10-2007,
"CUIK3-07",1076,"NS","SXX","SXX",1,817,2,"7",,False,"ONBEWERKT",10-10-2007,
"CUIK3-07",1077,"AWH","KER","AWH",33,165,"5",,False,,10-10-2007,
"CUIK3-07",1078,"awg","ker","awg",2,14,"4",,False,,10-10-2007,
"CUIK3-07",1078,"AWH","KER","AWH",1,2,8,"5",,False,,10-10-2007,
"CUIK3-07",1078,"bw","KER","bouwmat",1,16,"6",,False,,10-10-2007,
"CUIK3-07",1079,"AWH","KER","AWH",1,5,2,"5",,False,,10-10-2007,
"CUIK3-07",1080,"awg","ker","awg",1,57,8,"4",,False,,10-10-2007,
"CUIK3-07",1081,"awg","ker","awg",1,153,6,"4",,False,,10-10-2007,
"CUIK3-07",1082,"awg","ker","awg",1,2,"4",,False,,10-10-2007,
"CUIK3-07",1082,"bw","KER","bouwmat",1,317,6,"6",,False,,10-10-2007,
"CUIK3-07",1083,"AWH","KER","AWH",7,9,"5",,False,,10-10-2007,
"CUIK3-07",1084,"AWH","KER","AWH",2,8,6,"5",,False,,10-10-2007,
"CUIK3-07",1085,"AWH","KER","AWH",9,58,4,"5",,False,,10-10-2007,
"CUIK3-07",1086,"ZF25","ZF25","ZF25",,,,"afgestoten",False,,4-12-2007,
"CUIK3-07",1087,"ZF25","ZF25","ZF25",,,,"afgestoten",False,,4-12-2007,
"CUIK3-07",1088,"met","mxx","mcu",9,47,4,"9","naar conservering",True,"Koperlegering",10-10-2007,"DROOG"
